Label,D0_open,D0_close,D0_low,D0_high,D1_open,D1_close,D1_low,D1_high,D2_open,D2_close,D2_low,D2_high,D3_open,D3_close,D3_low,D3_high,D4_open,D4_close,D4_low,D4_high,D5_open,D5_close,D5_low,D5_high,D6_open,D6_close,D6_low,D6_high,D7_open,D7_close,D7_low,D7_high
True,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696,1.6875,1.6696,1.6518,1.6875,1.6786,1.6696,1.6429,1.6875,1.6964,1.6875,1.6696,1.7232,1.6875,1.6743,1.6607,1.7232,1.6161,1.6696,1.6071,1.6875
True,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696,1.6875,1.6696,1.6518,1.6875,1.6786,1.6696,1.6429,1.6875,1.6964,1.6875,1.6696,1.7232,1.6875,1.6743,1.6607,1.7232
False,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696,1.6875,1.6696,1.6518,1.6875,1.6786,1.6696,1.6429,1.6875,1.6964,1.6875,1.6696,1.7232
False,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696,1.6875,1.6696,1.6518,1.6875,1.6786,1.6696,1.6429,1.6875
False,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696,1.6875,1.6696,1.6518,1.6875
True,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339,1.6696,1.625,1.625,1.6696
False,1.6161,1.6161,1.6071,1.6339,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893,1.625,1.5625,1.5536,1.6339
True,1.6339,1.6029,1.5982,1.6339,1.6161,1.6161,1.6071,1.6339,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518,1.5714,1.6029,1.5357,1.6118,1.5536,1.5179,1.5089,1.5893
False,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625,1.6339,1.6029,1.5982,1.6339,1.6161,1.6161,1.6071,1.6339,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518,1.6161,1.6429,1.6071,1.6518
True,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625,1.6339,1.6029,1.5982,1.6339,1.6161,1.6161,1.6071,1.6339,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607,1.6339,1.6429,1.625,1.6518
True,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625,1.6339,1.6029,1.5982,1.6339,1.6161,1.6161,1.6071,1.6339,1.6161,1.6071,1.5893,1.6339,1.6518,1.6071,1.5893,1.6607
True,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625,1.6339,1.6029,1.5982,1.6339,1.6161,1.6161,1.6071,1.6339
True,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625,1.6339,1.6029,1.5982,1.6339
True,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696,1.6161,1.625,1.5893,1.625
True,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743,1.625,1.6607,1.625,1.6696
True,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589,1.6607,1.6518,1.6071,1.6743
True,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946,1.6429,1.7546,1.6339,1.7589
True,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768,1.7768,1.7857,1.75,1.7946
False,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946,1.7768,1.7321,1.7232,1.7768
False,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214,1.7411,1.7679,1.7054,1.7946
False,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482,1.7679,1.7993,1.7636,1.8214
True,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214,1.8125,1.8036,1.7857,1.8482
True,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661,1.8036,1.8125,1.7768,1.8214
True,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286,1.8125,1.8482,1.8036,1.8661
False,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643,1.8571,1.9107,1.8571,1.9286
False,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643,1.9554,1.96,1.9243,1.9643
True,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375,1.9643,1.9018,1.8929,1.9643
False,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439,1.8839,1.9018,1.8661,1.9375
False,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482,1.7679,1.8036,1.7321,1.8439
False,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332,1.8393,1.8214,1.8036,1.8482
False,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554,1.875,1.9196,1.8571,1.9332
False,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821,1.9286,1.9375,1.9196,1.9554
False,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107,1.9286,1.8929,1.8839,1.9821
True,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286,1.8929,1.8929,1.875,1.9107
True,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375,1.8929,1.9286,1.8839,1.9286
False,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243,1.9286,1.9018,1.8975,1.9375
True,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018,1.9018,1.8929,1.875,1.9243
True,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839,1.8839,1.875,1.8571,1.9018,1.8929,1.8929,1.8661,1.9018
False,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482,1.8839,1.8393,1.835,1.8839
True,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482,1.8393,1.8214,1.8125,1.8482
True,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107,1.8214,1.8393,1.8036,1.8482
False,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064,1.8482,1.9018,1.8393,1.9107
True,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214,1.8839,1.7904,1.7768,1.9064
False,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304,1.8125,1.8036,1.7679,1.8214
True,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946,1.8304,1.8082,1.7768,1.8304
True,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589,1.7857,1.7368,1.7321,1.7946
False,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75,1.7589,1.6875,1.6607,1.7589
False,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036,1.6786,1.75,1.6696,1.75
True,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036,1.7411,1.7904,1.7321,1.8036
True,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125,1.7768,1.8082,1.7679,1.8214,1.7946,1.7768,1.7679,1.8036
False,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993,1.7857,1.7679,1.7589,1.8125
True,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036,1.7679,1.7946,1.7232,1.7993
False,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946,1.7946,1.8036,1.7589,1.8036
True,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125,1.7946,1.7857,1.75,1.7946
False,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768,1.7857,1.75,1.7411,1.8125
False,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304,1.7589,1.7679,1.75,1.7768
True,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482,1.7589,1.8125,1.75,1.8304
True,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857,1.8482,1.7768,1.7679,1.8482
True,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411,1.7857,1.7054,1.6964,1.7857
True,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411,1.7143,1.7232,1.6964,1.7411
False,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321,1.7143,1.7189,1.6964,1.7411
True,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75,1.7232,1.7143,1.7054,1.7411,1.7189,1.7232,1.6607,1.7321
False,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457,1.7411,1.7054,1.6696,1.75
False,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946,1.7189,1.7321,1.6607,1.7457
False,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875,1.75,1.7814,1.7411,1.7946
False,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286,1.8036,1.875,1.7857,1.875
True,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018,1.875,1.9107,1.8661,1.9286
True,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821,1.8929,1.8707,1.8393,1.9018
False,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957,1.9689,1.9643,1.9464,1.9821
True,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089,1.9732,1.9554,1.9375,1.9957
False,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732,1.9821,1.9464,1.9464,2.0089
False,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018,1.9643,1.8975,1.8839,1.9732
False,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661,1.8929,1.8618,1.8393,1.9018
False,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482,1.8482,1.8304,1.8125,1.8661
True,1.75,1.7143,1.6964,1.7589,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571,1.8393,1.8393,1.8125,1.8482
True,1.7321,1.7768,1.7232,1.8036,1.75,1.7143,1.6964,1.7589,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482,1.8571,1.7768,1.7679,1.8839,1.8393,1.8482,1.8125,1.8571
True,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196,1.7321,1.7768,1.7232,1.8036,1.75,1.7143,1.6964,1.7589,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571,1.8125,1.8393,1.7857,1.8482
False,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196,1.7321,1.7768,1.7232,1.8036,1.75,1.7143,1.6964,1.7589,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125,1.8304,1.8214,1.8036,1.8571
True,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196,1.7321,1.7768,1.7232,1.8036,1.75,1.7143,1.6964,1.7589,1.7768,1.7411,1.7411,1.8036,1.8125,1.7768,1.7321,1.8125
True,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196,1.7321,1.7768,1.7232,1.8036,1.75,1.7143,1.6964,1.7589
False,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196,1.7321,1.7768,1.7232,1.8036
False,1.8482,1.8304,1.7768,1.8482,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464,1.8304,1.9018,1.8214,1.9196
True,1.8304,1.8036,1.7946,1.8571,1.8482,1.8304,1.7768,1.8482,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554,1.9107,1.9196,1.9018,1.9464
True,1.8036,1.8214,1.8036,1.8482,1.8304,1.8036,1.7946,1.8571,1.8482,1.8304,1.7768,1.8482,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464,1.9375,1.9464,1.9196,1.9554
False,1.8214,1.8304,1.7946,1.8482,1.8036,1.8214,1.8036,1.8482,1.8304,1.8036,1.7946,1.8571,1.8482,1.8304,1.7768,1.8482,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732,1.9286,1.9332,1.9107,1.9464
True,1.8214,1.8304,1.8214,1.8661,1.8214,1.8304,1.7946,1.8482,1.8036,1.8214,1.8036,1.8482,1.8304,1.8036,1.7946,1.8571,1.8482,1.8304,1.7768,1.8482,1.7857,1.8618,1.7857,1.875,1.9464,1.7857,1.7768,1.9554,1.9375,1.9554,1.9286,1.9732
