Label,D0_open,D0_close,D0_low,D0_high,D1_open,D1_close,D1_low,D1_high,D2_open,D2_close,D2_low,D2_high,D3_open,D3_close,D3_low,D3_high,D4_open,D4_close,D4_low,D4_high,D5_open,D5_close,D5_low,D5_high,D6_open,D6_close,D6_low,D6_high,D7_open,D7_close,D7_low,D7_high
False,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186,6.1071,6.0757,6.0671,6.1371,6.1357,6.0714,6.0714,6.1429,6.0643,6.0786,6.0029,6.2,6.2443,6.1186,6.0971,6.28,6.1843,6.2429,6.1229,6.2814
True,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186,6.1071,6.0757,6.0671,6.1371,6.1357,6.0714,6.0714,6.1429,6.0643,6.0786,6.0029,6.2,6.2443,6.1186,6.0971,6.28
True,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186,6.1071,6.0757,6.0671,6.1371,6.1357,6.0714,6.0714,6.1429,6.0643,6.0786,6.0029,6.2
True,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186,6.1071,6.0757,6.0671,6.1371,6.1357,6.0714,6.0714,6.1429
True,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186,6.1071,6.0757,6.0671,6.1371
True,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143,6.08,5.9643,5.9286,6.1186
False,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743,5.9986,6.1143,5.9744,6.1143
True,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257,6.0643,5.9529,5.9414,6.0743
False,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014,6.0129,5.8414,5.7957,6.0257
False,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343,5.8557,5.87,5.7371,5.9014
False,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157,5.8886,5.9843,5.87,6.0343
True,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25,6.0571,6.0471,6.0214,6.1157
True,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35,6.0471,6.2229,6.0357,6.25
False,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214,6.2429,6.2486,6.22,6.35
True,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17,6.3171,5.9886,5.9871,6.3214
False,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414,6.07,6.0943,6.0014,6.17
True,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114,6.1357,5.8629,5.77,6.1414
False,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214,5.5443,5.3229,5.2629,5.7114
False,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486,5.0043,5.0886,4.8571,5.1857,5.2314,5.05,5.04,5.3214
True,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914,5.2286,5.2986,5.1243,5.3486
True,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129,5.38,5.0729,5.0629,5.3914
False,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857,5.2,5.3057,5.1286,5.3129
True,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886,5.2571,5.0714,4.9857,5.2857
False,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586,5.2129,5.2829,5.1586,5.2886
True,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943,5.2543,5.17,5.16,5.3586
False,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914,5.1271,5.1357,5.0729,5.1943
False,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757,5.1843,5.0771,5.0343,5.1914
False,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357,5.1643,5.1514,5.0314,5.1757
False,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486,5.1729,5.2043,5.1457,5.2357
True,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143,5.2,5.1729,5.1471,5.2486
True,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329,5.3214,5.24,5.21,5.3243,5.1586,5.3071,5.1571,5.3143
True,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35,5.27,5.32,5.2557,5.3329
True,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214,5.32,5.2814,5.25,5.35
False,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957,5.2386,5.2029,5.19,5.3214
True,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843,5.0343,5.0871,4.73,5.0957
False,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329,5.06,4.8757,4.8571,5.0843
True,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014,4.8857,4.9671,4.8671,5.0329
True,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657,4.9371,5.0786,4.9329,5.1014
False,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657,5.02,5.0514,4.9343,5.0657
False,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829,5.0714,5.12,4.9986,5.3657
True,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786,5.1143,5.3643,5.1114,5.3829
False,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129,5.4071,5.68,5.4071,5.7,5.3214,5.3643,5.3129,5.3786
False,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071,5.6357,5.6714,5.5757,5.7129
False,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486,5.6429,5.6829,5.6171,5.7071
True,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271,5.7179,5.82,5.5429,5.8486
True,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82,5.8057,5.7943,5.7157,5.8271
False,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229,5.8086,5.6799,5.6543,5.82
True,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76,5.6986,5.7571,5.6943,5.8229
True,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114,5.7214,5.72,5.6571,5.76
True,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39,5.4757,5.4171,5.3657,5.5186,5.4514,5.4629,5.3957,5.5114
True,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214,5.3714,5.22,5.2071,5.39
False,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42,5.2329,5.2743,5.2243,5.3214
True,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429,5.2857,5.3786,5.2598,5.42
True,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23,5.3429,5.1157,5.0743,5.3429
True,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643,5.1271,5.1286,5.1171,5.23
False,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286,5.1443,5.1429,5.1071,5.1643
False,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44,5.2671,5.3043,5.1857,5.3286
True,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057,5.3129,5.4257,5.26,5.44
False,5.3557,5.33,5.31,5.37,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414,5.4971,5.4729,5.4043,5.5057
True,5.3186,5.1957,5.16,5.3271,5.3557,5.33,5.31,5.37,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557,5.4071,5.3729,5.35,5.4414
False,5.23,5.2586,5.1871,5.3086,5.3186,5.1957,5.16,5.3271,5.3557,5.33,5.31,5.37,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143,5.3857,5.4086,5.34,5.4557
True,5.2614,5.2143,5.1843,5.2814,5.23,5.2586,5.1871,5.3086,5.3186,5.1957,5.16,5.3271,5.3557,5.33,5.31,5.37,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829,5.4657,5.5071,5.4486,5.5143
False,5.2286,5.4257,5.2143,5.45,5.2614,5.2143,5.1843,5.2814,5.23,5.2586,5.1871,5.3086,5.3186,5.1957,5.16,5.3271,5.3557,5.33,5.31,5.37,5.2629,5.3,5.24,5.4429,5.5843,5.3943,5.3829,5.5886,5.5471,5.5557,5.5214,5.6829
False,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943,5.3971,5.3414,5.3143,5.4514,5.2286,5.4257,5.2143,5.45,5.2614,5.2143,5.1843,5.2814,5.23,5.2586,5.1871,5.3086,5.3186,5.1957,5.16,5.3271,5.3557,5.33,5.31,5.37
True,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943,5.3971,5.3414,5.3143,5.4514,5.2286,5.4257,5.2143,5.45,5.2614,5.2143,5.1843,5.2814,5.23,5.2586,5.1871,5.3086,5.3186,5.1957,5.16,5.3271
True,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943,5.3971,5.3414,5.3143,5.4514,5.2286,5.4257,5.2143,5.45,5.2614,5.2143,5.1843,5.2814,5.23,5.2586,5.1871,5.3086
True,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943,5.3971,5.3414,5.3143,5.4514,5.2286,5.4257,5.2143,5.45,5.2614,5.2143,5.1843,5.2814
False,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943,5.3971,5.3414,5.3143,5.4514
True,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686,5.2586,5.3757,5.2571,5.3943
True,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214,5.41,5.4643,5.3529,5.4686
False,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857,5.4814,5.4429,5.3971,5.5214
True,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5,5.4614,5.4629,5.4157,5.4857
False,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014,5.47,5.4786,5.4143,5.5
False,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386,5.8271,5.8214,5.7471,6.0014
True,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757,5.9157,5.9271,5.91,6.0143,5.8529,5.9357,5.78,5.9386
False,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571,5.9314,6.17,5.8671,6.1757
True,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914,6.1229,6.2329,6.0929,6.2571
True,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857,6.2429,6.1843,6.1286,6.2914
True,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257,6.2057,6.2857,6.1986,6.2857
False,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014,6.2843,6.2586,6.2471,6.3257
True,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957,6.2871,6.2329,6.1943,6.3014
False,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857,6.2614,6.2843,6.0957,6.2957
True,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543,6.2229,6.0929,6.0371,6.34,6.28,6.2571,6.1857,6.2857
True,6.2857,6.1971,6.1871,6.3414,6.1329,6.26,6.13,6.27,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143,6.0857,6.1071,6.0114,6.1543
True,6.1986,6.2857,6.1786,6.3029,6.2857,6.1971,6.1871,6.3414,6.1329,6.26,6.13,6.27,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871,6.1271,6.17,6.0871,6.2143
True,6.2086,6.5857,6.1943,6.6029,6.1986,6.2857,6.1786,6.3029,6.2857,6.1971,6.1871,6.3414,6.1329,6.26,6.13,6.27,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429,6.17,6.1743,6.11,6.1871
False,6.64,6.8114,6.6357,6.9043,6.2086,6.5857,6.1943,6.6029,6.1986,6.2857,6.1786,6.3029,6.2857,6.1971,6.1871,6.3414,6.1329,6.26,6.13,6.27,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943,6.14,6.1014,6.0414,6.1429
True,6.77,6.6071,6.6014,6.7857,6.64,6.8114,6.6357,6.9043,6.2086,6.5857,6.1943,6.6029,6.1986,6.2857,6.1786,6.3029,6.2857,6.1971,6.1871,6.3414,6.1329,6.26,6.13,6.27,6.1429,6.0929,6.0871,6.1786,6.07,6.1414,6.0029,6.1943
